Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-19 00:00:00-04:00,137.4199981689453,138.41000366210938,136.6199951171875,138.0399932861328,20353700,0.0,0.0
2023-09-20 00:00:00-04:00,138.0800018310547,138.0800018310547,133.6199951171875,133.74000549316406,29927500,0.0,0.0
2023-09-21 00:00:00-04:00,131.44000244140625,132.22999572753906,130.07000732421875,130.44000244140625,31488700,0.0,0.0
2023-09-22 00:00:00-04:00,130.75999450683594,132.02999877929688,129.60000610351562,130.25,26385200,0.0,0.0
2023-09-25 00:00:00-04:00,129.8300018310547,131.1699981689453,128.9600067138672,131.11000061035156,19317678,0.0,0.0
